Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
FIG-KEY,12,-69.18783341,-117.131377,11.78622063,-68.95094441,-94.26845802,33.62420063,FIG_KEY,FIG-KEY-12,"['ART', 'BUG', 'NOR', 'YAK', 'GOO', 'WOW', 'WIG']",FIG-12_KEY-12,"['ART-FIG-12', 'BUG-FIG-12', 'FIG-NOR-12', 'FIG-YAK-12', 'GOO-KEY-12', 'KEY-NOR-12', 'KEY-WOW-9', 'KEY-NOR-9', 'KEY-WIG-9']","['ART-FIG', 'BUG-FIG', 'FIG-NOR', 'FIG-YAK', 'GOO-KEY', 'KEY-WOW', 'KEY-NOR', 'KEY-WIG']","['ART-12', 'BUG-12', 'NOR-12', 'YAK-12', 'GOO-12', 'NOR-12', 'WOW-9', 'NOR-9', 'WIG-9']",0
NIX-SPY,1,19.61778759,124.876711,-71.21173037,57.90937859,146.65104,-41.34419237,NIX_SPY,NIX-SPY-1,"['LEG', 'OVA', 'WHO', 'PIE', 'JOY', 'RAD', 'RAW']",NIX-1_SPY-1,"['LEG-NIX-1', 'NIX-OVA-1', 'NIX-WHO-1', 'NIX-PIE-1', 'JOY-SPY-1', 'LEG-SPY-1', 'RAD-SPY-1', 'RAW-SPY-1']","['LEG-NIX', 'NIX-OVA', 'NIX-WHO', 'NIX-PIE', 'JOY-SPY', 'LEG-SPY', 'RAD-SPY', 'RAW-SPY']","['LEG-1', 'OVA-1', 'WHO-1', 'PIE-1', 'JOY-1', 'LEG-1', 'RAD-1', 'RAW-1']",0
PAW-SAY,4,-113.3547044,18.42387798,-36.97350437,-108.8266474,31.44797198,-6.289134372,PAW_SAY,PAW-SAY-4,"['CUP', 'DAY', 'DOG', 'ZIG', 'BED', 'GIN', 'ICE', 'WIZ']",PAW-4_SAY-4,"['CUP-PAW-4', 'DAY-PAW-4', 'DOG-PAW-4', 'PAW-ZIG-4', 'BED-SAY-4', 'GIN-SAY-4', 'ICE-SAY-4', 'SAY-WIZ-4']","['CUP-PAW', 'DAY-PAW', 'DOG-PAW', 'PAW-ZIG', 'BED-SAY', 'GIN-SAY', 'ICE-SAY', 'SAY-WIZ']","['CUP-4', 'DAY-4', 'DOG-4', 'ZIG-4', 'BED-4', 'GIN-4', 'ICE-4', 'WIZ-4']",0
FIX-GIG,11,47.13816959,-23.18064902,23.39753763,74.09911959,-9.163696017,50.88486063,FIX_GIG,FIX-GIG-11,"['COW', 'ODD', 'POP', 'AIR', 'FAX', 'IRE', 'YES']",FIX-11_GIG-11,"['COW-FIX-11', 'FIX-ODD-11', 'FIX-POP-7', 'AIR-GIG-11', 'FAX-GIG-11', 'GIG-IRE-14', 'GIG-YES-14']","['COW-FIX', 'FIX-ODD', 'FIX-POP', 'AIR-GIG', 'FAX-GIG', 'GIG-IRE', 'GIG-YES']","['COW-11', 'ODD-11', 'POP-7', 'AIR-11', 'FAX-11', 'IRE-14', 'YES-7']",0
ASK-TUB,2,100.5588706,63.81006798,-67.54861437,107.6198766,65.11660398,-42.85213937,ASK_TUB,ASK-TUB-2,"['FRO', 'ORC', 'OFF', 'TAG', 'DIG', 'DUI', 'GUN', 'SKY']",ASK-2_TUB-2,"['ASK-ORC-2', 'ASK-OFF-2', 'ASK-TAG-2', 'ASK-FRO-2', 'DIG-TUB-2', 'DUI-TUB-2', 'GUN-TUB-2', 'SKY-TUB-2']","['ASK-FRO', 'ASK-ORC', 'ASK-OFF', 'ASK-TAG', 'DIG-TUB', 'DUI-TUB', 'GUN-TUB', 'SKY-TUB']","['ORC-2', 'OFF-2', 'TAG-2', 'FRO-1', 'DIG-2', 'DUI-2', 'GUN-2', 'SKY-2']",0
IRE-RIB,14,0.777001594,-3.166204017,68.58317463,36.45626059,-2.205857017,78.78930963,IRE_RIB,IRE-RIB-14,"['AHI', 'EVE', 'GIG', 'YES', 'FOG', 'LAW']",IRE-14_RIB-14,"['EVE-IRE-14', 'GIG-IRE-14', 'AHI-IRE-7', 'IRE-YES-7', 'FOG-RIB-14', 'LAW-RIB-14', 'FOG-RIB-6']","['AHI-IRE', 'EVE-IRE', 'GIG-IRE', 'IRE-YES', 'FOG-RIB', 'LAW-RIB']","['EVE-14', 'GIG-14', 'AHI-7', 'YES-7', 'FOG-14', 'LAW-14', 'FOG-6']",0
EVE-OLD,14,-0.811181406,-60.86001002,69.58921863,30.91119559,-41.28148002,71.98093063,EVE_OLD,EVE-OLD-14,"['LAW', 'FAX', 'IRE', 'FOG', 'HOT', 'LAB']",EVE-14_OLD-14,"['EVE-LAW-14', 'EVE-IRE-14', 'EVE-FAX-14', 'HOT-OLD-13', 'LAB-OLD-13', 'FOG-OLD-14']","['EVE-LAW', 'EVE-FAX', 'EVE-IRE', 'FOG-OLD', 'HOT-OLD', 'LAB-OLD']","['LAW-14', 'IRE-14', 'FAX-11', 'HOT-13', 'LAB-13', 'FOG-14']",0
WIG-WOW,9,-83.42824041,-124.594124,-20.98122137,-59.45124641,-103.036941,-20.00325837,WIG_WOW,WIG-WOW-9,"['KEY', 'KIT', 'USE', 'COP', 'GET', 'GOO']",WIG-9_WOW-9,"['KEY-WIG-9', 'KIT-WIG-9', 'USE-WIG-9', 'COP-WOW-10', 'GET-WOW-10', 'GOO-WOW-10', 'COP-WOW-9', 'KEY-WOW-9']","['KEY-WIG', 'KIT-WIG', 'USE-WIG', 'COP-WOW', 'GET-WOW', 'GOO-WOW', 'KEY-WOW']","['KEY-9', 'KIT-9', 'USE-9', 'COP-10', 'GET-10', 'GOO-10', 'COP-9', 'KEY-9']",0
KEG-WHY,8,85.82889359,-61.09995302,-20.31834037,93.63453159,-60.24863902,7.293060628,KEG_WHY,KEG-WHY-8,"['ODD', 'TAR', 'WAS', 'LUG', 'JAR', 'PAY', 'SAW']",KEG-8_WHY-8,"['KEG-ODD-11', 'KEG-TAR-11', 'KEG-WAS-11', 'KEG-LUG-11', 'KEG-TAR-8', 'KEG-LUG-8', 'JAR-WHY-8', 'PAY-WHY-8', 'SAW-WHY-8', 'TAR-WHY-8']","['KEG-ODD', 'KEG-TAR', 'KEG-WAS', 'KEG-LUG', 'JAR-WHY', 'PAY-WHY', 'SAW-WHY', 'TAR-WHY']","['ODD-11', 'TAR-11', 'WAS-11', 'LUG-11', 'TAR-8', 'LUG-8', 'JAR-8', 'PAY-8', 'SAW-8', 'TAR-8']",0
GAS-ODD,11,85.97783059,-36.78945902,8.027349628,98.01878059,-13.78822502,22.52835163,GAS_ODD,GAS-ODD-11,"['EYE', 'IVY', 'TUX', 'AIR', 'COW', 'FIX', 'KEG']",GAS-11_ODD-11,"['EYE-GAS-7', 'GAS-IVY-11', 'GAS-TUX-11', 'AIR-ODD-11', 'COW-ODD-11', 'FIX-ODD-11', 'KEG-ODD-11']","['EYE-GAS', 'GAS-IVY', 'GAS-TUX', 'AIR-ODD', 'COW-ODD', 'FIX-ODD', 'KEG-ODD']","['EYE-7', 'IVY-7', 'TUX-8', 'AIR-11', 'COW-11', 'FIX-11', 'KEG-11']",0
ADO-ELF,5,11.85316059,92.98717298,-1.147938372,42.59283659,109.975758,38.38084263,ADO_ELF,ADO-ELF-5,"['JOB', 'NIL', 'WAR', 'PLY', 'DUB', 'WET', 'GAL']",ADO-5_ELF-1,"['ADO-JOB-5', 'ADO-NIL-5', 'ADO-WAR-5', 'ADO-PLY-5', 'DUB-ELF-1', 'ELF-WET-1', 'ELF-GAL-1', 'ELF-WAR-1']","['ADO-JOB', 'ADO-NIL', 'ADO-WAR', 'ADO-PLY', 'DUB-ELF', 'ELF-WET', 'ELF-GAL', 'ELF-WAR']","['JOB-5', 'NIL-5', 'WAR-5', 'PLY-5', 'DUB-1', 'WET-1', 'GAL-1', 'WAR-1']",0
EAR-JAM,11,31.93390459,-102.456159,24.42671963,47.71669559,-101.306211,48.95968163,EAR_JAM,EAR-JAM-11,"['COW', 'GEL', 'ZOO', 'PHI', 'HOT', 'PIG', 'MOO']",EAR-11_JAM-11,"['COW-EAR-11', 'EAR-ZOO-11', 'EAR-PHI-11', 'EAR-GEL-10', 'JAM-ZOO-11', 'HOT-JAM-13', 'JAM-PIG-13', 'JAM-MOO-13']","['COW-EAR', 'EAR-GEL', 'EAR-ZOO', 'EAR-PHI', 'HOT-JAM', 'JAM-ZOO', 'JAM-PIG', 'JAM-MOO']","['COW-11', 'ZOO-11', 'PHI-11', 'GEL-10', 'ZOO-11', 'HOT-13', 'PIG-13', 'MOO-10']",0
HOW-REF,5,-28.63881841,97.75430098,4.278644628,3.807477594,116.592725,25.92900463,HOW_REF,HOW-REF-5,"['BOA', 'RUM', 'SHY', 'FUN', 'VOW']",HOW-5_REF-5,"['BOA-HOW-5', 'HOW-RUM-5', 'HOW-SHY-5', 'BOA-REF-5', 'FUN-REF-5', 'REF-RUM-5', 'REF-VOW-5']","['BOA-HOW', 'HOW-RUM', 'HOW-SHY', 'BOA-REF', 'FUN-REF', 'REF-RUM', 'REF-VOW']","['BOA-5', 'RUM-5', 'SHY-5', 'BOA-5', 'FUN-5', 'RUM-5', 'VOW-5']",0
ALA-OIL,3,-74.19261141,104.268151,-24.32966137,-57.16906441,120.025893,-4.853784372,ALA_OIL,ALA-OIL-3,"['AGO', 'INK', 'FLY', 'MIX', 'GUT', 'RUM']",ALA-3_OIL-3,"['AGO-ALA-3', 'ALA-INK-3', 'ALA-FLY-3', 'ALA-MIX-3', 'AGO-OIL-3', 'GUT-OIL-3', 'OIL-RUM-3', 'OIL-RUM-5']","['AGO-ALA', 'ALA-INK', 'ALA-FLY', 'ALA-MIX', 'AGO-OIL', 'GUT-OIL', 'OIL-RUM']","['AGO-3', 'INK-3', 'FLY-3', 'MIX-3', 'AGO-3', 'GUT-3', 'RUM-3', 'RUM-5']",0
LEG-SPY,1,53.69602259,124.876711,-68.68453837,57.90937859,137.684574,-41.34419237,LEG_SPY,LEG-SPY-1,"['OVA', 'WHO', 'RAW', 'NIX', 'JOY', 'RAD']",LEG-1_SPY-1,"['LEG-OVA-1', 'LEG-WHO-1', 'LEG-RAW-1', 'LEG-NIX-1', 'JOY-SPY-1', 'NIX-SPY-1', 'RAD-SPY-1', 'RAW-SPY-1']","['LEG-OVA', 'LEG-WHO', 'LEG-RAW', 'LEG-NIX', 'JOY-SPY', 'NIX-SPY', 'RAD-SPY', 'RAW-SPY']","['OVA-1', 'WHO-1', 'RAW-1', 'NIX-1', 'JOY-1', 'NIX-1', 'RAD-1', 'RAW-1']",0
PAY-WHY,8,93.63453159,-61.09995302,-34.32920937,104.2987506,-39.62004702,-20.31834037,PAY_WHY,PAY-WHY-8,"['JAR', 'TUX', 'WIN', 'KEG', 'SAW', 'TAR']",PAY-8_WHY-8,"['JAR-PAY-8', 'PAY-TUX-8', 'PAY-WIN-8', 'JAR-WHY-8', 'KEG-WHY-8', 'SAW-WHY-8', 'TAR-WHY-8']","['JAR-PAY', 'PAY-TUX', 'PAY-WIN', 'JAR-WHY', 'KEG-WHY', 'SAW-WHY', 'TAR-WHY']","['JAR-8', 'TUX-8', 'WIN-8', 'JAR-8', 'KEG-8', 'SAW-8', 'TAR-8']",0
RUM-SIP,3,-28.66803741,135.503937,-69.18081237,-21.85544841,143.011165,-29.20266437,RUM_SIP,RUM-SIP-3,"['HOW', 'INK', 'OIL', 'PIE', 'REF', 'GUT', 'HEX', 'MAY', 'WAX']",RUM-3_SIP-3,"['INK-RUM-3', 'OIL-RUM-3', 'HOW-RUM-5', 'OIL-RUM-5', 'REF-RUM-5', 'PIE-RUM-1', 'GUT-SIP-3', 'HEX-SIP-3', 'MAY-SIP-3', 'SIP-WAX-3']","['HOW-RUM', 'INK-RUM', 'OIL-RUM', 'PIE-RUM', 'REF-RUM', 'GUT-SIP', 'HEX-SIP', 'MAY-SIP', 'SIP-WAX']","['INK-3', 'OIL-3', 'HOW-5', 'OIL-5', 'REF-5', 'PIE-1', 'GUT-3', 'HEX-3', 'MAY-3', 'WAX-3']",1
FAN-NAN,6,-56.65210441,24.70875698,41.61903863,-53.57925541,51.12708598,53.57610463,FAN_NAN,FAN-NAN-6,"['MOP', 'PLY', 'FUN', 'ZZZ', 'LAX', 'SOY']",FAN-6_NAN-6,"['FAN-MOP-6', 'FAN-PLY-6', 'FAN-ZZZ-6', 'FAN-FUN-6', 'LAX-NAN-6', 'NAN-SOY-6', 'NAN-PLY-6']","['FAN-MOP', 'FAN-PLY', 'FAN-FUN', 'FAN-ZZZ', 'LAX-NAN', 'NAN-SOY', 'NAN-PLY']","['MOP-6', 'PLY-6', 'ZZZ-6', 'FUN-5', 'LAX-6', 'SOY-6', 'PLY-6']",0
BOA-NAY,5,-14.06673741,88.98864298,32.01739663,-4.902155406,113.990935,50.76425863,BOA_NAY,BOA-NAY-5,"['REF', 'SHY', 'HOW', 'FUN', 'JOB']",BOA-5_NAY-5,"['BOA-REF-5', 'BOA-SHY-5', 'BOA-HOW-5', 'FUN-NAY-5', 'JOB-NAY-5']","['BOA-REF', 'BOA-SHY', 'BOA-HOW', 'FUN-NAY', 'JOB-NAY']","['REF-5', 'SHY-5', 'HOW-5', 'FUN-5', 'JOB-5']",0
BED-SAY,4,-108.8266474,-6.208093017,-12.62538737,-96.50953441,31.44797198,-6.289134372,BED_SAY,BED-SAY-4,"['ICE', 'DOG', 'CHI', 'DAY', 'GIN', 'PAW', 'WIZ']",BED-4_SAY-4,"['BED-ICE-4', 'BED-DOG-4', 'BED-DAY-4', 'BED-DOG-9', 'BED-CHI-9', 'GIN-SAY-4', 'ICE-SAY-4', 'PAW-SAY-4', 'SAY-WIZ-4']","['BED-ICE', 'BED-DOG', 'BED-CHI', 'BED-DAY', 'GIN-SAY', 'ICE-SAY', 'PAW-SAY', 'SAY-WIZ']","['ICE-4', 'DOG-4', 'DAY-4', 'DOG-9', 'CHI-9', 'GIN-4', 'ICE-4', 'PAW-4', 'WIZ-4']",0
AHI-IRE,7,39.02183059,-0.069158017,64.71688063,40.26749259,34.45504998,66.84420363,AHI_IRE,AHI-IRE-7,"['NIL', 'ERA', 'EON', 'EVE', 'GIG', 'YES', 'RIB']",AHI-7_IRE-7,"['AHI-NIL-7', 'AHI-ERA-7', 'AHI-EON-7', 'EVE-IRE-14', 'GIG-IRE-14', 'IRE-RIB-14', 'IRE-YES-7']","['AHI-NIL', 'AHI-ERA', 'AHI-EON', 'EVE-IRE', 'GIG-IRE', 'IRE-YES', 'IRE-RIB']","['NIL-7', 'ERA-7', 'EON-7', 'EVE-14', 'GIG-14', 'RIB-14', 'YES-7']",0
JAM-PIG,13,5.820940594,-117.48782,33.97493563,30.08529959,-105.085851,49.11054163,JAM_PIG,JAM-PIG-13,"['EAR', 'HOT', 'ZOO', 'MOO', 'ALL', 'GOO', 'LIE']",JAM-13_PIG-13,"['EAR-JAM-11', 'JAM-ZOO-11', 'HOT-JAM-13', 'JAM-MOO-13', 'ALL-PIG-10', 'GOO-PIG-10', 'GOO-PIG-13', 'HOT-PIG-13', 'LIE-PIG-13']","['EAR-JAM', 'HOT-JAM', 'JAM-ZOO', 'JAM-MOO', 'ALL-PIG', 'GOO-PIG', 'HOT-PIG', 'LIE-PIG']","['EAR-11', 'ZOO-11', 'HOT-13', 'MOO-10', 'ALL-10', 'GOO-10', 'GOO-13', 'HOT-13', 'LIE-13']",0
HEX-MIX,3,-82.31358541,116.370628,-73.40293337,-57.82588741,138.550331,-59.92703137,HEX_MIX,HEX-MIX-3,"['SIP', 'MAY', 'WAX', 'AGO', 'ALA']",HEX-3_MIX-3,"['HEX-SIP-3', 'HEX-MAY-3', 'HEX-WAX-3', 'AGO-MIX-3', 'ALA-MIX-3']","['HEX-SIP', 'HEX-MAY', 'HEX-WAX', 'AGO-MIX', 'ALA-MIX']","['SIP-3', 'MAY-3', 'WAX-3', 'AGO-3', 'ALA-3']",0
ERA-LAW,14,10.22523459,-26.85873602,62.12956063,13.73802359,14.67203198,65.73183363,ERA_LAW,ERA-LAW-14,"['AHI', 'JUG', 'YES', 'NIL', 'EVE', 'FOG', 'RIB', 'SOY']",ERA-14_LAW-14,"['AHI-ERA-7', 'ERA-YES-7', 'ERA-NIL-7', 'ERA-JUG-6', 'EVE-LAW-14', 'FOG-LAW-14', 'LAW-RIB-14', 'LAW-SOY-14']","['AHI-ERA', 'ERA-JUG', 'ERA-YES', 'ERA-NIL', 'EVE-LAW', 'FOG-LAW', 'LAW-RIB', 'LAW-SOY']","['AHI-7', 'YES-7', 'NIL-7', 'JUG-6', 'EVE-14', 'FOG-14', 'RIB-14', 'SOY-6']",0
EGO-GYM,3,-101.3163384,52.41292698,-80.80211637,-99.14678941,74.90171698,-61.52199537,EGO_GYM,EGO-GYM-3,"['AIM', 'BOX', 'LID', 'OAR', 'DAY', 'HUG']",EGO-3_GYM-3,"['AIM-EGO-3', 'EGO-LID-3', 'EGO-OAR-3', 'BOX-EGO-4', 'GYM-OAR-3', 'GYM-LID-3', 'DAY-GYM-4', 'GYM-HUG-4']","['AIM-EGO', 'BOX-EGO', 'EGO-LID', 'EGO-OAR', 'DAY-GYM', 'GYM-OAR', 'GYM-HUG', 'GYM-LID']","['AIM-3', 'LID-3', 'OAR-3', 'BOX-4', 'OAR-3', 'LID-3', 'DAY-4', 'HUG-4']",0
CIS-TAG,2,85.32510359,11.66894898,-82.83059537,101.8871626,36.89463698,-54.28216537,CIS_TAG,CIS-TAG-2,"['BAH', 'BAM', 'ETA', 'OFF', 'ASK', 'BOY', 'ORC']",CIS-2_TAG-2,"['BAH-CIS-2', 'CIS-ETA-2', 'CIS-OFF-2', 'BAM-CIS-8', 'ASK-TAG-2', 'BOY-TAG-2', 'OFF-TAG-2', 'ORC-TAG-2']","['BAH-CIS', 'BAM-CIS', 'CIS-ETA', 'CIS-OFF', 'ASK-TAG', 'BOY-TAG', 'OFF-TAG', 'ORC-TAG']","['BAH-2', 'ETA-2', 'OFF-2', 'BAM-8', 'ASK-2', 'BOY-2', 'OFF-2', 'ORC-2']",0
HOT-PRO,13,-20.54790941,-114.716143,50.09094763,4.710215594,-98.76846102,58.92129363,HOT_PRO,HOT-PRO-13,"['PIG', 'ZAP', 'JAM', 'OLD', 'ALL', 'YAK']",HOT-13_PRO-13,"['HOT-PIG-13', 'HOT-ZAP-13', 'HOT-JAM-13', 'HOT-OLD-13', 'PRO-ZAP-13', 'PRO-YAK-13', 'ALL-PRO-10']","['HOT-PIG', 'HOT-ZAP', 'HOT-JAM', 'HOT-OLD', 'ALL-PRO', 'PRO-ZAP', 'PRO-YAK']","['PIG-13', 'ZAP-13', 'JAM-13', 'OLD-13', 'ZAP-13', 'YAK-13', 'ALL-10']",0
COY-MAD,12,-97.55815141,-50.00527902,1.984625628,-80.29390641,-29.18252802,13.65649863,COY_MAD,COY-MAD-12,"['ART', 'CHI', 'ELK', 'ICE', 'LAX']",COY-12_MAD-12,"['ART-COY-12', 'CHI-COY-9', 'COY-ELK-9', 'ART-MAD-12', 'LAX-MAD-12', 'CHI-MAD-9', 'ICE-MAD-6']","['ART-COY', 'CHI-COY', 'COY-ELK', 'ART-MAD', 'CHI-MAD', 'ICE-MAD', 'LAX-MAD']","['ART-12', 'CHI-9', 'ELK-9', 'ART-12', 'LAX-12', 'CHI-9', 'ICE-6']",0
BOA-REF,5,-28.63881841,97.75430098,25.92900463,-4.902155406,113.990935,32.01739663,BOA_REF,BOA-REF-5,"['SHY', 'NAY', 'HOW', 'FUN', 'RUM', 'VOW']",BOA-5_REF-5,"['BOA-SHY-5', 'BOA-NAY-5', 'BOA-HOW-5', 'FUN-REF-5', 'HOW-REF-5', 'REF-RUM-5', 'REF-VOW-5']","['BOA-SHY', 'BOA-NAY', 'BOA-HOW', 'FUN-REF', 'HOW-REF', 'REF-RUM', 'REF-VOW']","['SHY-5', 'NAY-5', 'HOW-5', 'FUN-5', 'HOW-5', 'RUM-5', 'VOW-5']",0
AIM-WAX,3,-85.39764441,95.01491398,-94.98505137,-61.03240041,113.301845,-91.98091537,AIM_WAX,AIM-WAX-3,"['MOM', 'LID', 'EGO', 'HEX', 'SIP']",AIM-3_WAX-3,"['AIM-MOM-3', 'AIM-LID-3', 'AIM-EGO-3', 'HEX-WAX-3', 'LID-WAX-3', 'MOM-WAX-3', 'SIP-WAX-3']","['AIM-MOM', 'AIM-LID', 'AIM-EGO', 'HEX-WAX', 'LID-WAX', 'MOM-WAX', 'SIP-WAX']","['MOM-3', 'LID-3', 'EGO-3', 'HEX-3', 'LID-3', 'MOM-3', 'SIP-3']",1
ALL-PRO,10,-21.26114741,-138.6957,32.20581763,-20.54790941,-114.716143,50.09094763,ALL_PRO,ALL-PRO-10,"['EGG', 'SAD', 'PIG', 'HOT', 'ZAP', 'YAK']",ALL-10_PRO-13,"['ALL-EGG-10', 'ALL-SAD-10', 'ALL-PIG-10', 'HOT-PRO-13', 'PRO-ZAP-13', 'PRO-YAK-13']","['ALL-EGG', 'ALL-SAD', 'ALL-PIG', 'HOT-PRO', 'PRO-ZAP', 'PRO-YAK']","['EGG-10', 'SAD-10', 'PIG-10', 'HOT-13', 'ZAP-13', 'YAK-13']",0
AMP-SAW,8,53.95782659,-110.233246,-46.81392637,77.17590359,-85.93446502,-36.31063437,AMP_SAW,AMP-SAW-8,"['ROB', 'YAY', 'CAB', 'HAY', 'JAR', 'TAR', 'WHY']",AMP-8_SAW-8,"['AMP-ROB-10', 'AMP-CAB-10', 'AMP-YAY-8', 'HAY-SAW-8', 'JAR-SAW-8', 'SAW-TAR-8', 'SAW-WHY-8']","['AMP-ROB', 'AMP-YAY', 'AMP-CAB', 'HAY-SAW', 'JAR-SAW', 'SAW-TAR', 'SAW-WHY']","['ROB-10', 'CAB-10', 'YAY-8', 'HAY-8', 'JAR-8', 'TAR-8', 'WHY-8']",0
ACT-ASH,12,-70.85630941,-36.11951702,48.08552363,-49.11285441,-22.85043002,49.93942863,ACT_ASH,ACT-ASH-12,"['LAM', 'DUH', 'TAU', 'SOY', 'HAM', 'BUG']",ACT-12_ASH-12,"['ACT-LAM-12', 'ACT-DUH-6', 'ACT-TAU-6', 'ACT-SOY-6', 'ASH-LAM-12', 'ASH-BUG-12', 'ASH-HAM-12']","['ACT-LAM', 'ACT-DUH', 'ACT-TAU', 'ACT-SOY', 'ASH-LAM', 'ASH-HAM', 'ASH-BUG']","['LAM-12', 'DUH-6', 'TAU-6', 'SOY-6', 'LAM-12', 'BUG-12', 'HAM-6']",0
FOG-OLD,14,-11.92286041,-60.86001002,71.98093063,-0.811181406,-24.93838202,78.58385063,FOG_OLD,FOG-OLD-14,"['TAU', 'LAW', 'TRY', 'RIB', 'EVE', 'HOT', 'LAB']",FOG-14_OLD-14,"['FOG-TAU-14', 'FOG-LAW-14', 'FOG-RIB-14', 'FOG-TAU-6', 'FOG-TRY-6', 'FOG-RIB-6', 'HOT-OLD-13', 'LAB-OLD-13', 'EVE-OLD-14']","['FOG-TAU', 'FOG-LAW', 'FOG-TRY', 'FOG-RIB', 'EVE-OLD', 'HOT-OLD', 'LAB-OLD']","['TAU-14', 'LAW-14', 'RIB-14', 'TAU-6', 'TRY-6', 'RIB-6', 'HOT-13', 'LAB-13', 'EVE-14']",0
ASH-LAM,12,-70.85630941,-46.33818502,49.93942863,-49.51198841,-36.11951702,61.93299363,ASH_LAM,ASH-LAM-12,"['ACT', 'HAM', 'BUG', 'LAB', 'TRY']",ASH-12_LAM-12,"['ACT-ASH-12', 'ASH-BUG-12', 'ASH-HAM-12', 'ACT-LAM-12', 'LAB-LAM-12', 'LAM-TRY-12']","['ACT-ASH', 'ASH-HAM', 'ASH-BUG', 'ACT-LAM', 'LAB-LAM', 'LAM-TRY']","['ACT-12', 'BUG-12', 'HAM-6', 'ACT-12', 'LAB-12', 'TRY-6']",0
USE-WIG,9,-83.42824041,-103.036941,-51.81747737,-66.40635841,-98.69556402,-20.98122137,USE_WIG,USE-WIG-9,"['COP', 'ELK', 'NEW', 'ONO', 'KEY', 'KIT', 'WOW']",USE-9_WIG-9,"['COP-USE-9', 'ELK-USE-9', 'ONO-USE-9', 'NEW-USE-10', 'KEY-WIG-9', 'KIT-WIG-9', 'WIG-WOW-9']","['COP-USE', 'ELK-USE', 'NEW-USE', 'ONO-USE', 'KEY-WIG', 'KIT-WIG', 'WIG-WOW']","['COP-9', 'ELK-9', 'ONO-9', 'NEW-10', 'KEY-9', 'KIT-9', 'WOW-9']",0
GIG-IRE,14,36.45626059,-21.83033602,51.21567163,41.95506859,-3.166204017,68.58317463,GIG_IRE,GIG-IRE-14,"['AIR', 'FAX', 'FIX', 'YES', 'AHI', 'EVE', 'RIB']",GIG-14_IRE-14,"['AIR-GIG-11', 'FAX-GIG-11', 'FIX-GIG-11', 'GIG-YES-14', 'EVE-IRE-14', 'IRE-RIB-14', 'AHI-IRE-7', 'IRE-YES-7']","['AIR-GIG', 'FAX-GIG', 'FIX-GIG', 'GIG-YES', 'AHI-IRE', 'EVE-IRE', 'IRE-YES', 'IRE-RIB']","['AIR-11', 'FAX-11', 'FIX-11', 'YES-7', 'EVE-14', 'RIB-14', 'AHI-7', 'YES-7']",0
CAB-GET,10,-11.22186041,-141.007733,-37.65312837,25.94835359,-122.829441,-35.38363137,CAB_GET,CAB-GET-10,"['AMP', 'ROB', 'DAD', 'YAY', 'OAK', 'SEX', 'COP', 'FOR', 'WOW', 'NEW']",CAB-10_GET-10,"['AMP-CAB-10', 'CAB-ROB-10', 'CAB-DAD-10', 'CAB-OAK-10', 'CAB-SEX-10', 'CAB-YAY-10', 'COP-GET-10', 'FOR-GET-10', 'GET-OAK-10', 'GET-WOW-10', 'GET-NEW-10']","['AMP-CAB', 'CAB-ROB', 'CAB-DAD', 'CAB-YAY', 'CAB-OAK', 'CAB-SEX', 'COP-GET', 'FOR-GET', 'GET-OAK', 'GET-WOW', 'GET-NEW']","['AMP-10', 'ROB-10', 'DAD-10', 'OAK-10', 'SEX-10', 'YAY-8', 'COP-10', 'FOR-10', 'OAK-10', 'WOW-10', 'NEW-10']",1
BRO-WET,7,55.73786259,71.53245898,23.31367063,82.03459059,72.08309498,30.98683663,BRO_WET,BRO-WET-7,"['ACE', 'ARM', 'EON', 'HIT', 'DUB', 'ELF', 'NOM', 'TOY']",BRO-7_WET-7,"['ACE-BRO-7', 'BRO-EON-7', 'BRO-HIT-7', 'ARM-BRO-1', 'DUB-WET-1', 'ELF-WET-1', 'NOM-WET-1', 'NOM-WET-7', 'TOY-WET-7']","['ACE-BRO', 'ARM-BRO', 'BRO-EON', 'BRO-HIT', 'DUB-WET', 'ELF-WET', 'NOM-WET', 'TOY-WET']","['ACE-7', 'EON-7', 'HIT-7', 'ARM-1', 'DUB-1', 'ELF-1', 'NOM-1', 'NOM-7', 'TOY-7']",0
BUG-FIG,12,-68.95094441,-94.26845802,33.62420063,-59.09933341,-64.50047202,38.98281863,BUG_FIG,BUG-FIG-12,"['ASH', 'ZAP', 'NOR', 'LAX', 'ART', 'KEY', 'YAK']",BUG-12_FIG-12,"['ASH-BUG-12', 'BUG-NOR-12', 'BUG-LAX-12', 'BUG-ZAP-12', 'ART-FIG-12', 'FIG-KEY-12', 'FIG-NOR-12', 'FIG-YAK-12']","['ASH-BUG', 'BUG-ZAP', 'BUG-NOR', 'BUG-LAX', 'ART-FIG', 'FIG-KEY', 'FIG-NOR', 'FIG-YAK']","['ASH-12', 'NOR-12', 'LAX-12', 'ZAP-13', 'ART-12', 'KEY-12', 'NOR-12', 'YAK-12']",0
